"","species","higher_taxon","trap","date"
"1176","97","Sphaeridiinae","Hg","4/20/05"
"1177","97","Sphaeridiinae","Hg","5/6/05"
"1178","97","Sphaeridiinae","Hg","10/28/05"
"1179","97","Sphaeridiinae","Hg","11/12/05"
"1180","97","Sphaeridiinae","Hg","11/24/05"
"1181","97","Sphaeridiinae","Hg","11/25/05"
"1182","97","Sphaeridiinae","Hg","11/29/05"
"1183","97","Sphaeridiinae","Hg","12/2/05"
"1184","97","Sphaeridiinae","Na","4/12/05"
"1185","97","Sphaeridiinae","Na","10/28/05"
"1186","97","Sphaeridiinae","Na","11/18/05"
"1187","97","Sphaeridiinae","Na","11/18/05"
"1188","97","Sphaeridiinae","Na","12/1/05"
"1189","97","Sphaeridiinae","Na_F","4/13/05"
"1190","98","Sphaeridiinae","Hg","3/18/05"
"1191","98","Sphaeridiinae","Hg","4/12/05"
"1192","98","Sphaeridiinae","Hg","4/12/05"
"1193","98","Sphaeridiinae","Hg","4/12/05"
"1194","98","Sphaeridiinae","Hg","4/13/05"
"1195","98","Sphaeridiinae","Hg","4/20/05"
"1196","98","Sphaeridiinae","Hg","4/20/05"
"1197","98","Sphaeridiinae","Hg","4/20/05"
"1198","98","Sphaeridiinae","Hg","4/20/05"
"1199","98","Sphaeridiinae","Hg","4/20/05"
"1200","98","Sphaeridiinae","Hg","4/20/05"
"1201","98","Sphaeridiinae","Hg","4/20/05"
"1202","98","Sphaeridiinae","Hg","4/20/05"
"1203","98","Sphaeridiinae","Hg","4/20/05"
"1204","98","Sphaeridiinae","Hg","4/20/05"
"1205","98","Sphaeridiinae","Hg","4/20/05"
"1206","98","Sphaeridiinae","Hg","4/20/05"
"1207","98","Sphaeridiinae","Hg","4/20/05"
"1208","98","Sphaeridiinae","Hg","4/20/05"
"1209","98","Sphaeridiinae","Hg","4/20/05"
"1210","98","Sphaeridiinae","Hg","4/20/05"
"1211","98","Sphaeridiinae","Hg","4/20/05"
"1212","98","Sphaeridiinae","Hg","4/20/05"
"1213","98","Sphaeridiinae","Hg","4/20/05"
"1214","98","Sphaeridiinae","Hg","5/11/05"
"1215","98","Sphaeridiinae","Hg","5/17/05"
"1216","98","Sphaeridiinae","Hg","5/17/05"
"1217","98","Sphaeridiinae","Hg","5/18/05"
"1218","98","Sphaeridiinae","Hg","5/18/05"
"1219","98","Sphaeridiinae","Hg","5/18/05"
"1220","98","Sphaeridiinae","Hg","12/2/05"
"1221","98","Sphaeridiinae","Na","3/16/05"
"1222","98","Sphaeridiinae","Na","3/16/05"
"1223","98","Sphaeridiinae","Na","4/13/05"
"1224","98","Sphaeridiinae","Na_F","3/31/05"
"1225","98","Sphaeridiinae","Na_F","5/17/05"
"1226","99","Carabidae","Hg","3/23/05"
